,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,price_per_sqft
14003,279900,3,1.0,1280,12928,1.5,0,0,3,6,1280,0,1942,98023,47.3215,-122.399,1610,19467,218.671875
14004,307000,3,1.0,1370,7500,1.0,0,0,3,7,1370,0,1960,98014,47.6499,-121.915,1160,7500,224.08759124087592
14005,399950,3,1.75,2450,15001,1.0,0,0,3,7,1980,470,1989,98014,47.6957,-121.913,1790,15323,163.24489795918367
14006,405000,4,2.25,1970,15743,1.0,0,0,3,7,1370,600,1962,98011,47.7673,-122.20200000000001,2390,11336,205.58375634517768
14007,539950,4,2.75,2910,9000,1.0,0,0,4,8,2130,780,1966,98006,47.544,-122.176,1970,9000,185.54982817869416
14008,129000,2,1.0,760,5240,1.0,0,0,3,6,760,0,1949,98032,47.388000000000005,-122.234,980,5080,169.73684210526315
14009,340000,3,1.75,1270,8422,1.0,0,0,3,7,1270,0,1967,98011,47.7601,-122.197,1470,8500,267.7165354330709
14010,214950,3,1.75,1570,4875,1.0,0,0,4,7,1310,260,1977,98042,47.3621,-122.094,1380,5200,136.9108280254777
14011,450000,4,2.75,2310,5650,1.0,0,2,3,8,1330,980,1952,98118,47.513000000000005,-122.25200000000001,2300,5650,194.80519480519482
14012,515000,3,1.75,1900,5000,1.0,0,0,4,7,950,950,1925,98106,47.5677,-122.363,1420,5000,271.05263157894734
14014,230000,3,1.0,1060,9946,1.0,0,0,4,7,1060,0,1956,98188,47.4432,-122.28200000000001,1310,10619,216.9811320754717
14015,681000,3,1.75,1880,10032,1.0,0,0,4,8,1880,0,1984,98006,47.5527,-122.16,2430,9732,362.2340425531915
14016,255000,3,1.0,1160,8636,1.0,0,0,3,6,1160,0,1923,98146,47.5097,-122.35700000000001,1300,8636,219.82758620689654
14017,580000,2,1.0,860,4013,1.0,0,0,3,7,860,0,1925,98103,47.6652,-122.338,1490,4013,674.4186046511628
14018,295000,2,2.0,1590,8000,1.0,0,0,3,7,910,680,1984,98055,47.458999999999996,-122.205,1590,8364,185.53459119496856
14019,286000,2,1.0,1170,6543,1.0,0,0,3,7,1170,0,1913,98136,47.537,-122.385,1550,7225,244.44444444444446
14020,425000,3,1.5,1190,8100,1.0,0,0,3,7,830,360,1947,98125,47.7146,-122.311,1256,8100,357.14285714285717
14021,170000,2,1.0,1300,11400,1.0,0,0,3,7,1300,0,1961,98003,47.3459,-122.29899999999999,1360,9750,130.76923076923077
14022,380000,3,2.0,1660,8281,1.0,0,0,3,7,1660,0,1949,98136,47.5568,-122.382,1660,7559,228.9156626506024
14023,506000,3,2.0,1160,6120,1.0,0,0,3,7,1160,0,1947,98115,47.6853,-122.29299999999999,1150,5100,436.2068965517241
14024,315000,3,2.5,1950,9618,2.0,0,0,3,7,1950,0,1992,98031,47.4068,-122.18,1890,7133,161.53846153846155
14025,449950,4,2.5,2470,3811,2.0,0,0,3,8,2470,0,1999,98065,47.5362,-121.87700000000001,2400,4266,182.165991902834
14026,255000,3,1.0,1430,12420,1.0,0,0,3,7,1430,0,1964,98056,47.5116,-122.191,1900,10350,178.32167832167832
14027,289000,3,2.5,1970,9607,2.0,0,0,3,7,1090,880,1988,98001,47.3462,-122.286,2020,9608,146.7005076142132
14028,389000,3,1.75,1400,10018,1.0,0,0,4,7,1400,0,1962,98027,47.5327,-122.03200000000001,1350,9300,277.85714285714283
14029,327000,3,1.5,1510,344124,1.0,0,2,4,7,1510,0,1964,98022,47.2156,-122.029,1750,169884,216.5562913907285
14031,210000,3,1.0,920,6612,1.0,0,0,3,6,920,0,1948,98118,47.548,-122.28399999999999,1860,8424,228.2608695652174
14033,360000,4,2.5,2490,4751,2.0,0,0,3,7,2490,0,2001,98056,47.4813,-122.18799999999999,2510,5233,144.57831325301206
14034,875000,4,2.5,3030,16000,2.0,0,0,3,11,3030,0,1990,98077,47.7125,-122.081,3670,16641,288.7788778877888
14035,550000,4,2.25,1650,7200,1.0,0,0,3,8,1650,0,1967,98008,47.6384,-122.116,2180,7950,333.3333333333333
14036,257500,3,1.5,1210,12500,1.0,0,0,3,7,1210,0,1962,98146,47.503,-122.351,1210,12500,212.8099173553719
14038,202950,2,1.0,1060,5144,1.0,0,0,5,6,1060,0,1969,98042,47.3613,-122.088,1130,5200,191.46226415094338
14039,622000,4,1.75,2680,6120,1.0,0,0,5,8,1340,1340,1959,98117,47.6965,-122.39299999999999,2320,6840,232.08955223880596
14040,455000,4,1.75,1790,45738,1.0,0,0,3,8,1410,380,1976,98072,47.7453,-122.12899999999999,1870,47480,254.18994413407822
14041,805000,3,2.5,2690,17461,2.0,0,3,3,10,2690,0,1997,98074,47.653999999999996,-122.088,3610,16887,299.25650557620816
14042,257000,2,1.0,770,9497,1.0,0,0,3,6,770,0,1950,98133,47.7407,-122.351,1550,7532,333.76623376623377
14043,744500,5,2.5,2700,16570,1.0,0,0,4,8,1750,950,1967,98005,47.6144,-122.167,2570,11840,275.74074074074076
14044,885000,4,2.5,2620,9157,2.0,0,0,3,8,2620,0,1996,98033,47.6916,-122.20299999999999,2240,7405,337.78625954198475
14045,355000,2,2.25,930,747,2.0,0,0,3,8,630,300,2007,98144,47.5844,-122.316,940,6000,381.7204301075269
14046,240000,3,1.0,1340,7000,1.0,0,0,4,7,1340,0,1978,98042,47.3742,-122.149,1850,7904,179.1044776119403
14047,169000,3,1.5,1470,18459,2.0,0,0,4,6,1470,0,1916,98023,47.3302,-122.36,1750,16074,114.96598639455782
14048,639900,3,2.5,2330,4160,2.0,0,0,4,8,2330,0,1992,98052,47.6367,-122.109,2940,4500,274.6351931330472
14049,292000,3,1.75,1730,11325,1.0,0,0,5,7,1730,0,1972,98031,47.3921,-122.182,2030,17859,168.78612716763007
14050,563500,4,2.5,2780,7838,2.0,0,3,3,9,2780,0,2004,98065,47.5312,-121.861,3160,7848,202.6978417266187
14051,389000,2,2.0,1200,7131,1.0,0,0,3,8,1200,0,2006,98053,47.7199,-122.022,1670,4601,324.1666666666667
14053,661000,3,2.0,1820,4418,2.0,0,0,4,8,1820,0,1994,98033,47.6947,-122.19,1920,13402,363.1868131868132
14054,344000,2,2.0,1300,4659,1.0,0,0,3,8,1300,0,2005,98053,47.7132,-122.03299999999999,1640,4780,264.61538461538464
14055,510000,1,1.0,680,6600,1.0,0,0,3,5,480,200,1916,98199,47.6567,-122.39200000000001,1170,5500,750.0
14056,289000,2,1.0,780,4132,1.0,0,0,3,7,780,0,1942,98136,47.5324,-122.387,1100,5100,370.5128205128205
14057,365000,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,1979,98056,47.5065,-122.191,1720,11250,150.20576131687244
14058,410000,3,1.5,1750,32500,1.0,0,0,4,7,1750,0,1966,98027,47.5316,-121.959,1820,102801,234.28571428571428
14059,535610,3,1.0,1610,5100,1.5,0,0,5,7,1010,600,1901,98117,47.6765,-122.38600000000001,1270,5100,332.6770186335404
14060,397950,4,1.75,2120,7620,2.0,0,0,3,8,2120,0,1971,98166,47.457,-122.346,1820,7620,187.71226415094338
14061,284000,3,1.75,1430,4850,1.0,0,0,3,7,930,500,1978,98108,47.5472,-122.303,1430,4850,198.6013986013986
14062,201000,4,1.5,1360,8100,1.5,0,0,3,7,1360,0,1962,98168,47.4931,-122.305,1300,8100,147.7941176470588
14063,734000,4,2.25,2530,5000,1.5,0,0,4,7,1690,840,1925,98117,47.6806,-122.36,1530,5000,290.1185770750988
14064,357500,5,3.0,3270,9146,2.0,0,0,3,7,3270,0,2002,98092,47.3342,-122.169,3200,6300,109.32721712538226
14065,550120,5,2.5,2620,8050,1.0,0,0,3,8,1520,1100,1975,98052,47.6919,-122.115,2030,7676,209.96946564885496
14066,300000,3,1.5,1810,8232,1.0,0,0,3,8,1810,0,1988,98001,47.3195,-122.273,2260,8491,165.74585635359117
14067,374950,3,2.5,2120,9653,2.0,0,0,3,8,2120,0,1992,98030,47.3843,-122.213,1780,9801,176.86320754716982
14068,602500,4,1.75,2190,41000,2.0,0,0,3,8,2190,0,1980,98075,47.5755,-122.03299999999999,2590,35370,275.11415525114154
14069,221000,3,1.0,980,7606,1.0,0,0,3,7,980,0,1954,98188,47.4356,-122.29,980,8125,225.51020408163265
14070,920000,5,3.0,2230,4400,2.0,0,0,3,7,1730,500,1913,98102,47.6404,-122.325,1280,1800,412.5560538116592
14071,235000,4,2.0,1540,9279,1.0,0,0,3,7,1540,0,1955,98118,47.5163,-122.26799999999999,1540,5110,152.5974025974026
14072,375000,3,1.0,980,7296,1.0,0,0,3,7,980,0,1967,98034,47.7292,-122.23100000000001,1280,7296,382.6530612244898
14073,599000,4,2.5,2120,3640,2.0,0,0,3,8,2120,0,2005,98029,47.5521,-121.99600000000001,2190,3640,282.54716981132077
14074,562100,3,2.25,2090,12112,2.0,0,0,3,8,2090,0,1983,98052,47.7015,-122.13,1760,12112,268.94736842105266
14075,640000,3,2.5,1620,1377,2.0,0,0,3,8,1100,520,2009,98112,47.6195,-122.29899999999999,1620,1251,395.0617283950617
14076,294000,3,2.0,1650,11256,1.0,0,0,4,7,1250,400,1957,98168,47.4707,-122.26,1860,11256,178.1818181818182
14077,714000,4,2.5,3230,7766,2.0,0,0,3,9,3230,0,2005,98052,47.7069,-122.131,3740,8344,221.05263157894737
14079,280000,4,2.25,1600,7916,2.0,0,0,3,7,1600,0,1991,98022,47.193999999999996,-121.98100000000001,1540,7242,175.0
14080,260000,4,2.5,1790,4358,2.0,0,0,3,7,1790,0,1993,98031,47.3994,-122.204,1790,4305,145.2513966480447
14081,294000,3,1.5,2060,15050,1.5,0,0,4,7,2060,0,1938,98023,47.3321,-122.37299999999999,1900,15674,142.71844660194174
14082,255500,4,1.0,1370,41194,1.5,0,2,5,5,1370,0,1900,98092,47.2716,-122.14399999999999,1590,84070,186.4963503649635
14084,450000,3,2.0,1510,43560,1.0,0,0,3,7,1510,0,1954,98077,47.7218,-122.079,2060,67756,298.0132450331126
14085,368000,3,1.0,1280,9898,1.0,0,0,3,7,1280,0,1968,98072,47.7677,-122.163,1290,9625,287.5
14086,830000,4,2.25,2180,11056,1.0,0,0,3,8,1370,810,1963,98004,47.6042,-122.193,2090,8747,380.73394495412845
14087,282500,2,1.75,1440,11210,1.0,0,0,4,6,1130,310,1935,98146,47.498000000000005,-122.35,1250,9381,196.18055555555554
14088,335000,3,2.25,1580,16215,1.0,0,0,4,7,1580,0,1978,98024,47.5643,-121.897,1450,16215,212.0253164556962
14089,558000,2,2.0,1580,5750,1.0,0,0,5,6,790,790,1910,98116,47.5668,-122.384,1580,5750,353.1645569620253
14090,270000,4,1.5,1730,8505,1.5,0,0,4,7,1730,0,1961,98146,47.4905,-122.34700000000001,1510,8505,156.0693641618497
14091,152000,2,1.0,700,13500,1.0,0,0,3,4,700,0,1920,98031,47.3882,-122.208,1600,10124,217.14285714285714
14092,493000,4,1.75,2030,18295,1.5,0,0,4,7,2030,0,1975,98034,47.7326,-122.179,1970,7307,242.85714285714286
14093,740000,4,2.5,2500,10330,2.0,0,0,3,10,2500,0,1992,98006,47.5595,-122.11399999999999,2710,8375,296.0
14094,789800,3,2.5,2605,2216,2.0,0,2,3,9,2090,515,1979,98033,47.6536,-122.20299999999999,2605,2300,303.1861804222649
14095,275000,2,1.0,910,4191,1.0,0,0,3,6,910,0,1910,98117,47.6929,-122.36,1480,6050,302.1978021978022
14097,424000,3,1.75,1140,3395,1.0,0,0,5,7,620,520,1925,98107,47.6712,-122.39299999999999,1480,3500,371.9298245614035
14098,715000,2,1.0,1000,3513,1.0,0,4,4,5,1000,0,1914,98116,47.5935,-122.39,1930,4920,715.0
14099,600000,4,2.5,3010,7953,2.0,0,0,3,9,3010,0,2000,98056,47.522,-122.19,2670,6202,199.33554817275748
14100,802000,2,1.75,2110,8700,1.0,0,4,4,9,1760,350,1960,98146,47.4912,-122.365,2120,9500,380.09478672985784
14101,165000,3,1.0,910,8700,1.0,0,0,4,6,910,0,1943,98188,47.449,-122.29,1090,8700,181.3186813186813
14102,750000,4,3.25,2050,5000,2.0,0,0,4,8,1370,680,1987,98112,47.6235,-122.29799999999999,1720,5000,365.8536585365854
14103,405000,2,1.0,1090,10481,1.0,0,0,2,7,780,310,1981,98074,47.632,-122.03,1160,10533,371.5596330275229
14104,521900,3,2.5,2100,12338,2.0,0,0,3,9,2100,0,1997,98072,47.7412,-122.16799999999999,2320,6257,248.52380952380952
14105,275000,3,1.0,1000,8018,1.0,0,0,3,7,1000,0,1969,98034,47.7285,-122.198,1270,8000,275.0
14106,600000,5,3.25,4410,58157,2.0,0,0,4,9,2330,2080,2001,98058,47.4395,-122.111,2460,42565,136.05442176870747
14107,442500,3,1.75,1800,10200,1.0,0,0,3,8,1800,0,1967,98058,47.4496,-122.146,2140,10128,245.83333333333334
14108,229950,2,1.0,920,7716,1.0,0,0,3,6,920,0,1944,98178,47.5028,-122.243,1410,7128,249.94565217391303
14109,274950,3,2.0,1410,7265,1.0,0,0,4,7,1410,0,1983,98042,47.3654,-122.07600000000001,1390,8060,195.0
14110,407185,3,1.75,1860,48076,1.5,0,0,4,8,1860,0,1929,98070,47.5051,-122.461,1410,23066,218.91666666666666
14111,468000,4,2.5,2100,8400,1.0,0,0,4,7,1240,860,1976,98072,47.735,-122.17,1980,8610,222.85714285714286
14112,450000,2,1.0,1030,4365,1.0,0,0,3,7,1030,0,1942,98117,47.6875,-122.387,1420,4268,436.8932038834951
14113,219950,2,1.0,940,8997,1.0,0,0,5,7,940,0,1955,98022,47.2005,-121.999,1110,9126,233.98936170212767
14114,275000,2,2.5,1340,5995,2.0,0,0,3,7,1340,0,1989,98028,47.7366,-122.23299999999999,1540,6616,205.22388059701493
14115,229950,2,1.0,850,6000,1.0,0,0,3,6,850,0,1924,98178,47.4972,-122.22399999999999,1100,6000,270.52941176470586
14116,675000,3,1.75,2130,4400,1.0,0,0,3,7,1430,700,1922,98102,47.6417,-122.325,1710,3300,316.90140845070425
14117,412950,4,2.5,2430,6796,2.0,0,0,3,8,2430,0,1993,98058,47.4499,-122.12700000000001,2450,8400,169.93827160493828
14118,670000,5,2.25,2290,39000,2.0,0,0,3,8,2290,0,1979,98052,47.7012,-122.12,2750,39900,292.5764192139738
14119,420000,3,1.75,1230,10005,1.0,0,0,4,7,1230,0,1963,98008,47.621,-122.11399999999999,1530,8560,341.4634146341463
14120,358000,3,1.5,1150,27319,1.0,0,0,4,6,1150,0,1976,98070,47.3933,-122.454,1700,30691,311.30434782608694
14121,680000,3,2.5,2120,3600,2.0,0,0,3,9,2120,0,2005,98052,47.6649,-122.08200000000001,2540,4592,320.75471698113205
14122,380000,2,1.0,980,3400,1.0,0,0,3,7,980,0,1923,98105,47.6688,-122.323,1200,3420,387.7551020408163
14123,515000,3,2.5,2130,219978,2.0,0,0,3,8,2130,0,1986,98077,47.7754,-122.03200000000001,3340,217800,241.78403755868544
14124,325000,2,1.0,1050,4800,1.0,0,0,4,7,1050,0,1969,98146,47.5128,-122.38799999999999,1230,4800,309.5238095238095
14125,875000,3,2.5,1820,6848,1.0,0,0,4,7,1820,0,1953,98004,47.6287,-122.20700000000001,2080,11700,480.7692307692308
14126,426000,3,2.5,2210,5750,2.0,0,0,3,7,1710,500,1914,98106,47.5525,-122.366,1350,5750,192.7601809954751
14127,868500,5,2.5,2490,9639,1.0,0,0,4,8,1610,880,1959,98040,47.551,-122.22,2290,9958,348.7951807228916
14128,657500,4,2.75,4140,24190,2.0,0,0,3,11,4140,0,2002,98092,47.3062,-122.15,3950,24190,158.81642512077295
14129,366000,2,1.0,1210,3090,1.0,0,0,3,6,860,350,1926,98118,47.5532,-122.277,1210,3348,302.4793388429752
14130,385000,2,1.0,1010,4000,1.0,0,0,3,6,1010,0,1911,98118,47.5536,-122.26700000000001,1040,4000,381.18811881188117
14131,300000,4,2.0,2050,8750,1.0,0,0,3,7,1300,750,1967,98058,47.4324,-122.171,2050,8750,146.34146341463415
14132,810000,3,1.75,2060,3300,2.0,0,0,4,9,1500,560,1918,98102,47.6498,-122.32,1830,3712,393.20388349514565
14133,460000,4,1.75,1560,7200,1.0,0,0,3,6,860,700,1943,98115,47.7001,-122.279,1420,7200,294.87179487179486
14134,459000,3,2.5,1780,4000,2.0,0,0,4,8,1780,0,1995,98029,47.5677,-122.00299999999999,1730,4000,257.86516853932585
14135,260000,3,1.75,1460,10000,1.0,0,0,4,8,1460,0,1967,98092,47.342,-122.195,1930,14175,178.08219178082192
14136,557865,4,2.5,3030,6813,2.0,0,0,3,9,3030,0,1987,98074,47.6296,-122.029,2310,8682,184.1138613861386
14137,295000,4,1.0,980,3000,1.5,0,0,4,7,980,0,1914,98144,47.5892,-122.31200000000001,1525,3000,301.0204081632653
14138,375000,4,2.25,1450,7245,1.0,0,0,5,7,1450,0,1950,98133,47.7643,-122.34299999999999,1660,7800,258.62068965517244
14140,307300,2,2.0,1520,1020,3.0,0,0,3,7,1520,0,1999,98133,47.7292,-122.34299999999999,1500,1245,202.17105263157896
14141,225000,4,1.0,1410,7000,1.5,0,0,3,7,1410,0,1963,98032,47.3767,-122.287,1540,7000,159.5744680851064
14142,290000,3,1.75,1390,13200,2.0,0,0,3,7,1390,0,1979,98045,47.4429,-121.771,1430,10725,208.63309352517985
14143,690000,4,2.0,2230,5000,1.5,0,0,4,7,1510,720,1922,98144,47.5772,-122.292,2140,5000,309.4170403587444
14144,825000,4,2.25,2110,12653,2.0,0,0,4,8,2110,0,1972,98040,47.536,-122.225,2350,10980,390.9952606635071
14145,645000,3,1.75,2270,11472,1.0,0,0,4,7,1370,900,1956,98177,47.7057,-122.374,2270,8340,284.1409691629956
14146,590000,4,2.25,2530,10611,1.0,0,0,5,8,1320,1210,1977,98006,47.5698,-122.132,2530,10125,233.20158102766797
14147,667000,5,2.0,1900,5470,1.0,0,0,3,7,1180,720,1930,98105,47.6666,-122.303,1300,3250,351.05263157894734
14148,664000,4,2.5,2390,8432,2.0,0,0,3,9,2390,0,1998,98074,47.6027,-122.024,2710,7417,277.8242677824268
14149,452100,4,2.5,3160,6540,1.0,0,3,3,8,1580,1580,1959,98178,47.5037,-122.24,1990,7090,143.06962025316454
14150,290000,2,1.0,900,2728,2.0,0,0,3,7,900,0,1998,98144,47.5877,-122.29799999999999,900,2728,322.22222222222223
14152,662500,3,2.0,2070,4200,1.5,0,0,4,7,1670,400,1906,98103,47.6624,-122.333,1490,4560,320.048309178744
14153,475000,4,2.5,1850,5444,2.0,0,0,5,7,1850,0,1981,98034,47.7227,-122.16,1540,5000,256.7567567567568
14154,450000,3,1.5,1440,9711,1.0,0,0,3,7,1140,300,1956,98028,47.7394,-122.25200000000001,1590,9711,312.5
14155,538250,3,2.25,2590,15229,2.0,0,3,3,8,2590,0,1984,98198,47.3948,-122.325,2590,15229,207.81853281853282
14156,329950,2,1.0,1140,5250,1.5,0,0,4,6,1140,0,1949,98133,47.731,-122.34100000000001,1450,5250,289.4298245614035
14158,307000,5,1.5,1310,4800,1.5,0,0,3,6,1110,200,1929,98106,47.5545,-122.365,960,4800,234.35114503816794
14159,433000,3,1.75,1870,7189,1.0,0,0,3,7,1270,600,1959,98118,47.5412,-122.27,1780,6200,231.55080213903744
14160,212000,3,2.25,1900,18000,1.0,0,0,4,7,1280,620,1968,98023,47.3251,-122.354,1920,15000,111.57894736842105
14161,750000,5,2.75,2860,6000,2.5,0,0,4,8,2380,480,1902,98144,47.5906,-122.316,2240,6000,262.23776223776224
14162,279000,3,2.0,1640,5650,1.0,0,0,3,7,1640,0,2003,98042,47.3736,-122.13,2250,5488,170.1219512195122
14163,476000,3,1.0,1140,5500,1.5,0,0,4,6,1140,0,1908,98199,47.6606,-122.395,1690,4400,417.5438596491228
14164,368000,5,1.75,2590,9394,1.0,0,0,4,7,1390,1200,1963,98198,47.3941,-122.307,2580,9049,142.08494208494207
14165,228950,4,3.0,2160,5200,1.0,0,0,3,7,1320,840,1978,98042,47.3627,-122.09100000000001,1460,5144,105.99537037037037
14166,568450,5,3.5,3260,58806,2.0,0,0,4,8,3260,0,1969,98042,47.3703,-122.15899999999999,1810,17927,174.37116564417178
14167,619000,4,1.75,1660,3800,1.5,0,0,3,7,1660,0,1926,98115,47.6883,-122.314,1660,3767,372.89156626506025
14168,275000,3,2.25,1640,6044,2.0,0,0,3,7,1640,0,1996,98002,47.2844,-122.205,1600,7418,167.6829268292683
14169,321500,4,2.5,2620,5457,2.0,0,0,3,8,2620,0,2003,98001,47.3148,-122.27,2740,5816,122.70992366412214
14170,230000,3,1.75,950,6000,1.0,0,0,3,6,790,160,1939,98108,47.5271,-122.316,1360,6000,242.10526315789474
14171,179500,3,1.0,900,8100,1.0,0,0,4,6,900,0,1959,98002,47.2866,-122.221,1000,7830,199.44444444444446
14172,460000,3,2.25,1650,7313,1.0,0,0,3,7,1220,430,1975,98011,47.7375,-122.194,1690,7252,278.7878787878788
14173,286000,3,2.5,1800,3980,2.0,0,0,3,7,1800,0,2006,98042,47.4006,-122.162,2580,4307,158.88888888888889
14174,427500,3,1.0,1480,4200,1.5,0,0,3,7,1480,0,1925,98122,47.6147,-122.29799999999999,1460,3600,288.85135135135135
14175,400000,3,1.0,1040,6250,1.0,0,0,3,7,1040,0,1942,98136,47.5526,-122.385,1770,6250,384.61538461538464
14176,675000,3,3.5,2300,5611,1.0,0,0,3,8,2300,0,2004,98053,47.7122,-122.02600000000001,2170,5926,293.4782608695652
14177,350000,3,1.0,2480,8906,1.0,0,0,3,7,1240,1240,1969,98118,47.5366,-122.289,1800,8906,141.1290322580645
14178,385000,4,1.75,1970,10358,1.0,0,0,3,8,1540,430,1977,98028,47.7719,-122.255,1900,10358,195.43147208121826
14179,525000,2,1.75,1530,3503,1.0,0,1,4,7,830,700,1916,98119,47.6368,-122.37100000000001,1280,1531,343.1372549019608
14180,315000,2,1.0,970,18557,1.0,0,0,3,6,970,0,1939,98146,47.5116,-122.37,1150,7200,324.74226804123714
14181,820000,4,2.5,2920,252648,2.0,0,0,3,10,2920,0,2002,98027,47.4784,-122.04799999999999,2180,71874,280.82191780821915
14182,205000,3,1.0,970,7700,1.0,0,0,4,7,970,0,1959,98032,47.3793,-122.304,1160,8250,211.340206185567
14183,500000,2,1.0,680,5250,1.0,0,0,4,6,680,0,1922,98177,47.7013,-122.359,1620,5461,735.2941176470588
14184,599000,4,2.5,2640,6738,2.0,0,0,4,8,2640,0,1989,98029,47.5787,-122.0,2180,5782,226.8939393939394
14186,299000,1,2.5,1980,7521,1.0,0,0,4,7,1180,800,1979,98055,47.4343,-122.19200000000001,1980,8000,151.010101010101
14188,385000,3,3.25,1630,1677,3.0,0,0,3,8,1630,0,2007,98133,47.7048,-122.353,1220,1677,236.19631901840492
14189,639950,2,1.75,1780,4520,1.0,0,0,5,7,890,890,1925,98116,47.5798,-122.404,1560,4520,359.52247191011236
14190,824000,2,1.0,1210,8400,1.0,0,0,3,8,780,430,2000,98199,47.6503,-122.39299999999999,1860,6000,680.99173553719
14191,199950,3,1.0,1010,7245,1.0,0,0,3,7,1010,0,1969,98003,47.3338,-122.306,1300,8236,197.97029702970298
14194,822000,3,2.5,2290,9158,2.0,0,0,4,8,2290,0,1984,98006,47.5476,-122.14,2210,9588,358.9519650655022
14195,473600,4,1.5,1780,8400,1.0,0,0,3,7,1080,700,1969,98136,47.5173,-122.385,1660,8400,266.0674157303371
14196,490000,5,2.0,2150,4500,1.5,0,0,3,8,2150,0,1938,98116,47.5582,-122.38799999999999,1300,4500,227.90697674418604
14197,245000,3,1.75,1920,9306,1.0,0,0,3,7,1000,920,1984,98001,47.3319,-122.26700000000001,1860,8458,127.60416666666667
14198,199000,4,1.0,1220,11730,1.0,0,0,4,7,1220,0,1960,98001,47.3229,-122.28299999999999,1270,9520,163.11475409836066
14200,418000,3,1.75,1500,19113,1.0,0,0,3,7,1500,0,1984,98014,47.6976,-121.916,1820,18151,278.6666666666667
14201,450000,7,3.5,2830,8625,1.0,0,0,4,8,1830,1000,1957,98133,47.7493,-122.355,1570,8400,159.01060070671377
14202,280000,3,2.5,1580,7000,2.0,0,0,3,8,1580,0,1992,98030,47.3659,-122.17,2110,7062,177.21518987341773
14203,273000,3,2.25,1230,11601,1.0,0,0,4,7,910,320,1992,98022,47.1955,-121.991,1820,8465,221.9512195121951
14204,549000,4,2.5,2910,6338,2.0,0,0,3,8,2910,0,2008,98059,47.4804,-122.126,2500,5877,188.659793814433
14205,913888,5,2.25,2370,15512,2.0,0,0,4,9,2370,0,1981,98006,47.5555,-122.15,2380,15100,385.60675105485234
14206,689888,4,2.25,1930,3500,1.5,0,0,5,8,1540,390,1916,98122,47.6167,-122.29,1800,5000,357.45492227979275
14207,305000,4,2.0,1780,5043,1.0,0,0,3,7,870,910,1993,98133,47.7045,-122.34200000000001,1350,5044,171.34831460674158
14208,602500,4,2.5,2760,6850,2.0,0,0,3,9,2760,0,1999,98056,47.5346,-122.185,2640,9803,218.29710144927537
14209,355000,2,1.75,1620,3640,1.0,0,0,3,7,900,720,1929,98108,47.543,-122.29899999999999,1590,5538,219.1358024691358
14210,756000,3,2.5,2160,7525,2.0,0,0,3,9,2160,0,1986,98052,47.6608,-122.145,2470,7941,350.0
14211,289950,4,2.25,2190,6906,1.0,0,0,4,7,1040,1150,1977,98023,47.318999999999996,-122.37299999999999,1250,6440,132.3972602739726
14212,800000,3,2.5,3240,7857,2.0,0,0,3,10,3240,0,1994,98075,47.5857,-122.038,2970,7857,246.91358024691357
14213,403000,2,1.0,720,3255,1.0,0,0,4,6,720,0,1905,98103,47.6823,-122.348,1430,3170,559.7222222222222
14214,350000,3,2.25,1410,1340,2.0,0,0,3,8,1370,40,1967,98008,47.6108,-122.113,1730,2748,248.22695035460993
14216,525126,5,2.25,1950,8025,1.0,0,2,3,7,1150,800,1960,98008,47.6159,-122.11399999999999,1780,8560,269.2953846153846
14217,241450,3,1.0,1100,8138,1.0,0,0,3,7,1100,0,1949,98155,47.7393,-122.325,1440,8131,219.5
14218,320000,3,1.5,1400,9087,1.0,0,0,3,7,1400,0,1954,98133,47.7711,-122.34,1490,8380,228.57142857142858
14219,234000,4,2.0,1710,7455,1.0,0,0,3,7,1030,680,1975,98031,47.3965,-122.17299999999999,1710,7350,136.8421052631579
14220,441000,5,2.5,2000,3600,1.0,0,0,3,6,1150,850,1987,98144,47.5971,-122.295,1410,3600,220.5
14221,474500,5,2.5,2000,3600,1.0,0,0,3,6,1150,850,1987,98144,47.5971,-122.295,1410,3600,237.25
14222,705000,3,1.0,1440,2618,1.5,0,0,4,7,1440,0,1906,98103,47.6582,-122.336,1850,3990,489.5833333333333
14223,517500,4,2.5,1520,3370,2.0,0,0,3,8,1520,0,1994,98029,47.5696,-122.00399999999999,1860,4486,340.4605263157895
14224,142500,4,0.75,1440,13300,1.0,0,0,3,6,1440,0,1948,98166,47.4761,-122.337,1460,11100,98.95833333333333
14225,310000,2,1.5,1010,10005,2.0,0,0,3,7,1010,0,1981,98056,47.5118,-122.189,1210,7794,306.9306930693069
14226,749500,4,2.5,2440,9727,2.0,0,0,3,9,2440,0,1987,98052,47.6613,-122.132,2370,11503,307.172131147541
14227,360000,5,3.0,2480,7200,1.0,0,0,3,7,1560,920,1999,98188,47.4586,-122.28299999999999,1910,9432,145.16129032258064
14228,267500,3,1.0,1090,22080,1.0,0,0,5,7,1090,0,1967,98038,47.3991,-121.964,1590,19457,245.41284403669724
14229,290000,3,1.0,1480,32700,1.0,0,0,4,6,1380,100,1942,98168,47.4949,-122.32700000000001,1500,22600,195.94594594594594
14230,850000,5,2.5,2800,11325,1.0,0,0,4,8,1400,1400,1970,98005,47.6166,-122.17200000000001,2510,13700,303.57142857142856
